Node,Entropy_Nats,Parent_Count
Fault,3.4380679625042796,0
F1,0.0026983446380259095,1
F97,0.1319969757142666,1
F2,0.017799148746183893,2
F78,0.02616936227203946,2
F3,0.02202982879333419,3
F4,0.038647021883514154,2
F5,0.014786703202110153,3
F53,0.39065008045427024,1
F6,0.2742291593246176,2
F7,0.16055996328899882,1
F56,0.4006214789660718,1
F8,0.16376635855684032,3
F9,0.5304454690954634,1
F10,0.0,1
F55,0.18672922072342726,1
F52,0.1256569041958167,2
F11,0.13232314895281622,2
F12,0.0005815297642956794,1
F13,0.0008037361470690621,2
F14,0.011138501618010816,1
F15,0.00179795441771581,1
F16,0.6705986173482112,2
F17,0.2618130061621768,1
F18,0.012917080941810969,3
F19,0.220922042110346,1
F41,0.24572989693611424,1
F44,0.3611646539751346,1
F20,0.060096852220194896,3
F90,0.6339491297165549,1
F21,0.35896122797559527,2
F22,0.030683407472333064,2
F23,0.028212416530640574,1
F24,0.00034862970145240147,1
F25,0.06420803395943503,1
F26,0.03303580078247908,1
F27,0.0,1
F28,0.007907255112232088,1
F92,0.1973567329440843,1
F29,0.0010210290370309325,1
F98,0.338598847038774,2
F30,0.26167678005253064,2
F31,0.03978009417098698,4
F32,0.12571718675610236,2
F33,0.055988289888764114,1
F34,0.0,1
F35,0.10662794336711733,1
F36,0.039645938096899355,1
F37,0.0,1
F84,0.016691350855821633,3
F96,0.26137162993700885,3
F38,0.0410468635665796,3
F39,0.13960275544234652,4
F40,0.32206269386852876,3
F42,0.3954715192994804,2
F43,0.32468900856130894,1
F45,0.0,1
F46,0.6510458483023871,1
F47,0.0695526478822207,2
F85,0.01885432474645928,3
F48,0.17672187443069565,3
F49,0.9666857933601366,2
F50,0.3995504815193008,2
F51,0.06472670377611632,1
F83,0.2733572614750711,3
F54,0.0829560102521728,2
F57,0.016608942294108066,1
F58,0.6068439497635892,1
F59,0.0,1
F60,0.7503548651743716,1
F61,0.8017432809214444,2
F62,0.10794688012181056,2
F63,0.06502138620352671,1
F64,0.0067458583442351365,1
F65,0.02710801992813085,1
F66,0.008632073550018082,2
F67,0.0004648396019365354,1
F68,0.001396579928546851,1
F69,0.005005486319522927,1
F72,0.0009296792038730708,1
F86,0.007221134194475912,4
F70,0.13262566677071128,3
F71,0.7866264618029378,2
F73,0.2108245113022894,1
F74,1.0117915361056733,3
F75,0.0017457249106835636,1
F76,0.5539906729412072,1
F77,0.0026983446380259095,1
F79,0.1678381015105401,1
F80,0.06971971746143907,1
F81,0.5047021781042995,3
F82,0.233182208416051,3
F87,0.0055729564205414155,3
F88,0.005097835912561593,3
F89,0.0031397654436522474,5
F91,0.0782388206237936,1
F93,0.005984341891322657,3
F94,0.34037096908517517,3
F95,0.06479686813858682,2
F99,0.25178768513768385,2
F100,0.08370553414015924,3
F105,0.1852651629693002,2
F101,0.19662532391421086,2
F102,0.014876672573642417,2
F103,0.37196228130407205,2
F104,0.41913382966735097,2
F106,0.2777170897309479,2
F107,0.0016584386651493851,3
F108,0.6931471805599452,1
